time,lat,lon,windspeed,pressure,year,month,day,hour,tid,label
90,37.5,-27.3,60,0,1959,9,12,18,2161,L1
96,38.7,-24.1,55,0,1959,9,13,0,2161,L1
102,41.8,-22.9,50,0,1959,9,13,6,2161,L1
108,45,-22.9,50,0,1959,9,13,12,2161,L1
114,46.5,-24.1,45,0,1959,9,13,18,2161,L1
120,47,-26.3,45,0,1959,9,14,0,2161,L1
126,48.4,-28.8,45,0,1959,9,14,6,2161,L1
6,24.4,-75.5,35,0,1960,8,17,18,2169,L1
12,25.1,-74.5,40,0,1960,8,18,0,2169,L1
18,25.9,-73.4,55,0,1960,8,18,6,2169,L1
24,26.7,-72.7,60,0,1960,8,18,12,2169,L1
30,27.8,-71.8,65,0,1960,8,18,18,2169,L1
36,29.3,-71,70,0,1960,8,19,0,2169,L1
42,31,-70.2,75,0,1960,8,19,6,2169,L1
48,33.1,-69.4,75,0,1960,8,19,12,2169,L1
54,35.4,-68.6,75,0,1960,8,19,18,2169,L1
60,37.7,-67.8,80,0,1960,8,20,0,2169,L1
66,40,-66.8,80,0,1960,8,20,6,2169,L1
72,42.2,-65.4,60,0,1960,8,20,12,2169,L1
78,43.6,-63.4,55,0,1960,8,20,18,2169,L1
84,44.2,-60.5,35,0,1960,8,21,0,2169,L1
90,44.4,-58,30,0,1960,8,21,6,2169,L1
6,17,-62,30,0,1961,11,1,12,2182,L1
12,19.3,-61,30,1006,1961,11,1,18,2182,L1
18,21,-60,30,0,1961,11,2,0,2182,L1
24,22.3,-59,30,0,1961,11,2,6,2182,L1
30,23.8,-58,30,0,1961,11,2,12,2182,L1
36,24.8,-57.2,30,0,1961,11,2,18,2182,L1
42,26,-56.8,30,0,1961,11,3,0,2182,L1
48,26.7,-55.6,30,0,1961,11,3,6,2182,L1
54,26.9,-54.5,30,0,1961,11,3,12,2182,L1
60,27,-52.9,30,0,1961,11,3,18,2182,L1
66,27,-51.3,30,0,1961,11,4,0,2182,L1
72,27,-48.9,30,0,1961,11,4,6,2182,L1
78,27,-47,30,1002,1961,11,4,12,2182,L1
84,26,-46,30,0,1961,11,4,18,2182,L1
90,25.7,-45,30,0,1961,11,5,0,2182,L1
96,25.9,-43.8,30,0,1961,11,5,6,2182,L1
102,26.5,-43.2,30,0,1961,11,5,12,2182,L1
108,27.6,-43.5,30,991,1961,11,5,18,2182,L1
114,28.8,-47,45,976,1961,11,6,0,2182,L1
120,28.4,-49.1,55,0,1961,11,6,6,2182,L1
126,28,-51,65,0,1961,11,6,12,2182,L1
132,28.3,-52.3,70,974,1961,11,6,18,2182,L1
138,28.5,-52.4,70,0,1961,11,7,0,2182,L1
144,28.7,-52.5,65,0,1961,11,7,6,2182,L1
150,28.8,-52.8,60,988,1961,11,7,12,2182,L1
156,29.7,-51.9,60,0,1961,11,7,18,2182,L1
162,30.4,-51.7,55,985,1961,11,8,0,2182,L1
168,31.1,-50.9,50,0,1961,11,8,6,2182,L1
174,31.8,-50.4,50,0,1961,11,8,12,2182,L1
180,32.4,-49.3,45,0,1961,11,8,18,2182,L1
186,32.7,-48.6,40,987,1961,11,9,0,2182,L1
192,33.2,-47.5,40,0,1961,11,9,6,2182,L1
198,33.8,-46.5,35,0,1961,11,9,12,2182,L1
204,34.5,-45.8,35,0,1961,11,9,18,2182,L1
6,26.7,-93.7,40,0,1963,9,16,12,2192,L1
12,27.3,-93.9,60,0,1963,9,16,18,2192,L1
18,28,-93.9,70,996,1963,9,17,0,2192,L1
24,28.7,-94.1,65,0,1963,9,17,6,2192,L1
30,29.4,-94.4,65,0,1963,9,17,12,2192,L1
36,29.8,-94.4,65,997,1963,9,17,18,2192,L1
42,30,-94.6,65,0,1963,9,18,0,2192,L1
48,30.1,-94.9,35,0,1963,9,18,6,2192,L1
54,30.1,-95.2,30,0,1963,9,18,12,2192,L1
60,29.9,-95.6,25,0,1963,9,18,18,2192,L1
66,29.5,-96,25,0,1963,9,19,0,2192,L1
72,29.2,-96.4,25,0,1963,9,19,6,2192,L1
78,28.7,-97,25,0,1963,9,19,12,2192,L1
84,28.4,-97.4,25,0,1963,9,19,18,2192,L1
90,27.8,-98.1,25,0,1963,9,20,0,2192,L1
6,14.4,-38.3,25,0,1963,9,19,6,2193,L1
12,15,-39.8,25,1011,1963,9,19,12,2193,L1
18,15.7,-41.2,30,0,1963,9,19,18,2193,L1
24,16.4,-42.6,30,0,1963,9,20,0,2193,L1
30,17.2,-44,25,0,1963,9,20,6,2193,L1
36,17.9,-45.3,25,0,1963,9,20,12,2193,L1
42,18.8,-46.7,30,1008,1963,9,20,18,2193,L1
48,19.9,-47.9,35,0,1963,9,21,0,2193,L1
54,20.9,-48.5,40,0,1963,9,21,6,2193,L1
60,21.9,-48.8,50,0,1963,9,21,12,2193,L1
66,23,-48.9,65,1000,1963,9,21,18,2193,L1
72,23.8,-48.9,65,0,1963,9,22,0,2193,L1
78,24.6,-48.8,65,0,1963,9,22,6,2193,L1
84,25.3,-48.7,65,1002,1963,9,22,12,2193,L1
90,26,-48.5,65,999,1963,9,22,18,2193,L1
96,26.6,-48.2,65,0,1963,9,23,0,2193,L1
102,27.3,-47.9,55,0,1963,9,23,6,2193,L1
108,28,-47.7,50,0,1963,9,23,12,2193,L1
114,28.8,-47.5,45,999,1963,9,23,18,2193,L1
120,30.2,-47.5,40,0,1963,9,24,0,2193,L1
126,31.7,-47.9,35,0,1963,9,24,6,2193,L1
132,33.4,-48.4,35,1011,1963,9,24,12,2193,L1
138,35.4,-48,30,0,1963,9,24,18,2193,L1
6,32.4,-51.8,35,0,1965,8,21,6,2211,L1
12,33,-52,35,0,1965,8,21,12,2211,L1
18,33.7,-52.1,35,0,1965,8,21,18,2211,L1
24,34.2,-52.1,35,0,1965,8,22,0,2211,L1
30,34.6,-52.1,35,0,1965,8,22,6,2211,L1
36,35.1,-52.2,35,0,1965,8,22,12,2211,L1
42,35.6,-52.2,35,0,1965,8,22,18,2211,L1
48,36,-52.1,35,0,1965,8,23,0,2211,L1
54,36.4,-52,40,0,1965,8,23,6,2211,L1
60,36.9,-51.9,50,0,1965,8,23,12,2211,L1
66,37.5,-51.6,65,0,1965,8,23,18,2211,L1
72,38.3,-51.3,65,0,1965,8,24,0,2211,L1
78,39,-50.9,70,0,1965,8,24,6,2211,L1
84,39.8,-50.3,75,0,1965,8,24,12,2211,L1
90,41.1,-48.8,80,0,1965,8,24,18,2211,L1
96,43,-46,75,0,1965,8,25,0,2211,L1
102,45.1,-42.4,75,0,1965,8,25,6,2211,L1
108,47.1,-38.1,75,0,1965,8,25,12,2211,L1
114,49.1,-33.4,70,0,1965,8,25,18,2211,L1
120,51,-27.9,70,0,1965,8,26,0,2211,L1
126,52.6,-21,70,0,1965,8,26,6,2211,L1
132,54.1,-12.6,65,0,1965,8,26,12,2211,L1
6,15.6,-45.5,30,0,1965,10,12,12,2215,L1
12,18,-47,30,0,1965,10,12,18,2215,L1
18,19.1,-48.6,30,0,1965,10,13,0,2215,L1
24,19.8,-50.4,30,0,1965,10,13,6,2215,L1
30,20.5,-52,30,0,1965,10,13,12,2215,L1
36,21.2,-53.1,30,0,1965,10,13,18,2215,L1
42,22,-54.1,40,0,1965,10,14,0,2215,L1
48,23.1,-55.1,40,0,1965,10,14,6,2215,L1
54,24,-56,40,1005,1965,10,14,12,2215,L1
60,24.5,-56.8,40,0,1965,10,14,18,2215,L1
66,24.9,-57.4,40,0,1965,10,15,0,2215,L1
72,25.4,-58,40,1005,1965,10,15,6,2215,L1
78,25.9,-58.5,45,1001,1965,10,15,12,2215,L1
84,26.3,-58.9,50,995,1965,10,15,18,2215,L1
90,26.7,-59.2,55,995,1965,10,16,0,2215,L1
96,27.3,-59.7,65,991,1965,10,16,6,2215,L1
102,28,-60.3,65,0,1965,10,16,12,2215,L1
108,28.8,-60.2,65,992,1965,10,16,18,2215,L1
114,30,-59.4,65,998,1965,10,17,0,2215,L1
120,31.5,-58.3,65,992,1965,10,17,6,2215,L1
126,33,-56.3,70,988,1965,10,17,12,2215,L1
132,34.4,-53.4,70,986,1965,10,17,18,2215,L1
138,35.8,-50,70,0,1965,10,18,0,2215,L1
144,37.3,-46.4,70,0,1965,10,18,6,2215,L1
150,39,-42.5,70,977,1965,10,18,12,2215,L1
156,41,-37.9,70,0,1965,10,18,18,2215,L1
162,43.5,-32.5,70,0,1965,10,19,0,2215,L1
6,32.4,-57.8,25,0,1966,7,1,18,2217,L1
12,34.1,-56.5,25,0,1966,7,2,0,2217,L1
18,35.8,-55.3,35,0,1966,7,2,6,2217,L1
24,37.6,-54.4,65,985,1966,7,2,12,2217,L1
30,39.5,-53.8,65,986,1966,7,2,18,2217,L1
36,41.4,-54.3,60,0,1966,7,3,0,2217,L1
42,43.1,-55,55,0,1966,7,3,6,2217,L1
48,44.7,-56.8,45,0,1966,7,3,12,2217,L1
54,45.5,-58.5,40,0,1966,7,3,18,2217,L1
6,19.1,-59.5,25,0,1966,7,13,12,2218,L1
12,20.3,-60.6,30,1012,1966,7,13,18,2218,L1
18,21.3,-61.8,40,0,1966,7,14,0,2218,L1
24,22.1,-63,40,0,1966,7,14,6,2218,L1
30,22.6,-64.2,40,1012,1966,7,14,12,2218,L1
36,22.7,-65.8,40,1012,1966,7,14,18,2218,L1
42,22.7,-67.4,35,0,1966,7,15,0,2218,L1
48,22.9,-68.6,35,0,1966,7,15,6,2218,L1
54,23,-69.4,30,1015,1966,7,15,12,2218,L1
60,23.1,-69.8,25,0,1966,7,15,18,2218,L1
66,23.2,-70.3,25,0,1966,7,16,0,2218,L1
72,23.3,-70.9,25,0,1966,7,16,6,2218,L1
78,23.3,-71.6,25,0,1966,7,16,12,2218,L1
84,23.4,-72.3,25,0,1966,7,16,18,2218,L1
90,23.6,-73,25,0,1966,7,17,0,2218,L1
96,23.7,-73.7,25,0,1966,7,17,6,2218,L1
102,23.7,-74.4,25,0,1966,7,17,12,2218,L1
108,23.8,-75.1,25,0,1966,7,17,18,2218,L1
114,24,-75.7,25,0,1966,7,18,0,2218,L1
120,24.3,-76.3,25,0,1966,7,18,6,2218,L1
126,24.8,-76.9,25,0,1966,7,18,12,2218,L1
132,25.5,-77.2,25,0,1966,7,18,18,2218,L1
138,26.2,-77.3,25,0,1966,7,19,0,2218,L1
144,26.6,-77.2,25,0,1966,7,19,6,2218,L1
150,27,-76.4,25,0,1966,7,19,12,2218,L1
156,27.8,-74.8,30,0,1966,7,19,18,2218,L1
162,28.9,-73.2,30,0,1966,7,20,0,2218,L1
168,30.3,-71.6,50,0,1966,7,20,6,2218,L1
174,31.9,-69.9,60,997,1966,7,20,12,2218,L1
180,33.6,-67.9,70,0,1966,7,20,18,2218,L1
186,36.1,-65.7,70,995,1966,7,21,0,2218,L1
192,39.5,-63.2,70,998,1966,7,21,6,2218,L1
198,42.9,-62,65,998,1966,7,21,12,2218,L1
204,46.3,-59.9,65,0,1966,7,21,18,2218,L1
210,49.8,-57.7,25,0,1966,7,22,0,2218,L1
216,52,-57,25,0,1966,7,22,6,2218,L1
6,31,-41,25,0,1966,7,22,18,2220,L1
12,31.5,-41.5,25,0,1966,7,23,0,2220,L1
18,31.7,-41.7,25,0,1966,7,23,6,2220,L1
24,31.8,-41.9,40,0,1966,7,23,12,2220,L1
30,32,-42,40,0,1966,7,23,18,2220,L1
36,32.2,-42,55,0,1966,7,24,0,2220,L1
42,32.4,-42.1,60,0,1966,7,24,6,2220,L1
48,32.7,-42.2,60,998,1966,7,24,12,2220,L1
54,33,-42.1,65,0,1966,7,24,18,2220,L1
60,33.3,-41.8,65,0,1966,7,25,0,2220,L1
66,33.8,-41.1,65,0,1966,7,25,6,2220,L1
72,34.5,-40.5,65,0,1966,7,25,12,2220,L1
78,35.3,-40.5,65,997,1966,7,25,18,2220,L1
84,35.9,-40.8,65,0,1966,7,26,0,2220,L1
90,36.1,-41.4,65,0,1966,7,26,6,2220,L1
96,36.2,-41.9,65,989,1966,7,26,12,2220,L1
102,36.4,-42.2,65,0,1966,7,26,18,2220,L1
108,36.6,-42.2,65,0,1966,7,27,0,2220,L1
114,37.4,-41.9,65,0,1966,7,27,6,2220,L1
120,38.3,-41.4,65,990,1966,7,27,12,2220,L1
126,38.7,-40.8,70,0,1966,7,27,18,2220,L1
132,39.2,-40.1,75,0,1966,7,28,0,2220,L1
138,40.1,-39.2,70,0,1966,7,28,6,2220,L1
144,40.9,-38.5,70,993,1966,7,28,12,2220,L1
150,41.6,-38.2,70,996,1966,7,28,18,2220,L1
156,42.4,-38,65,0,1966,7,29,0,2220,L1
162,43.1,-37.7,60,0,1966,7,29,6,2220,L1
168,43.9,-37.4,55,996,1966,7,29,12,2220,L1
174,44.6,-37.4,50,999,1966,7,29,18,2220,L1
180,45.3,-37.4,50,0,1966,7,30,0,2220,L1
186,46,-37.3,45,0,1966,7,30,6,2220,L1
192,46.8,-37.1,45,0,1966,7,30,12,2220,L1
198,47.7,-36.4,45,0,1966,7,30,18,2220,L1
204,49,-36,40,0,1966,7,31,0,2220,L1
210,50.5,-36.5,40,0,1966,7,31,6,2220,L1
216,52,-37,35,0,1966,7,31,12,2220,L1
222,53.5,-38.5,35,0,1966,7,31,18,2220,L1
6,26.5,-50,25,0,1966,11,4,12,2226,L1
12,26.5,-52.2,25,0,1966,11,4,18,2226,L1
18,26.2,-54,25,0,1966,11,5,0,2226,L1
24,25.6,-55.4,25,0,1966,11,5,6,2226,L1
30,25,-56,25,0,1966,11,5,12,2226,L1
36,24.8,-55.7,25,998,1966,11,5,18,2226,L1
42,24.5,-55.2,25,998,1966,11,6,0,2226,L1
48,24.3,-54.6,30,0,1966,11,6,6,2226,L1
54,24,-54,30,0,1966,11,6,12,2226,L1
60,23.9,-53.5,50,995,1966,11,6,18,2226,L1
66,23.9,-53,50,0,1966,11,7,0,2226,L1
72,23.8,-52.6,50,0,1966,11,7,6,2226,L1
78,23.7,-52.3,55,0,1966,11,7,12,2226,L1
84,24,-51.4,60,986,1966,11,7,18,2226,L1
90,24.8,-49.8,70,986,1966,11,8,0,2226,L1
96,25.8,-47.7,70,0,1966,11,8,6,2226,L1
102,27.4,-45.6,70,0,1966,11,8,12,2226,L1
108,30.1,-43.4,70,0,1966,11,8,18,2226,L1
114,32.6,-41.3,70,0,1966,11,9,0,2226,L1
120,34.2,-39.8,70,0,1966,11,9,6,2226,L1
126,35.8,-38.4,70,989,1966,11,9,12,2226,L1
132,37.3,-36.8,70,989,1966,11,9,18,2226,L1
138,38.8,-35.2,70,0,1966,11,10,0,2226,L1
144,40,-33.7,70,0,1966,11,10,6,2226,L1
150,41.2,-32.2,65,988,1966,11,10,12,2226,L1
156,42.6,-30.5,65,0,1966,11,10,18,2226,L1
162,43.9,-28.8,65,0,1966,11,11,0,2226,L1
168,45,-27.2,65,0,1966,11,11,6,2226,L1
174,45.8,-25.7,65,0,1966,11,11,12,2226,L1
180,46.4,-23.9,65,0,1966,11,11,18,2226,L1
186,46.8,-22.1,65,0,1966,11,12,0,2226,L1
192,47,-21,60,0,1966,11,12,6,2226,L1
198,46.7,-20,55,0,1966,11,12,12,2226,L1
204,45.9,-18.6,45,0,1966,11,12,18,2226,L1
210,45,-17.2,45,0,1966,11,13,0,2226,L1
216,44.3,-16.3,45,0,1966,11,13,6,2226,L1
222,43.5,-15.5,45,1016,1966,11,13,12,2226,L1
228,42.5,-14.8,45,0,1966,11,13,18,2226,L1
234,41.2,-14.3,45,0,1966,11,14,0,2226,L1
6,28.5,-77.5,25,1010,1967,9,8,0,2240,L1
12,28,-78.1,25,0,1967,9,8,6,2240,L1
18,27.7,-78.6,25,1007,1967,9,8,12,2240,L1
24,27.7,-78.9,25,0,1967,9,8,18,2240,L1
30,27.7,-79.1,30,0,1967,9,9,0,2240,L1
36,27.8,-79.2,35,0,1967,9,9,6,2240,L1
42,27.9,-79.1,35,1004,1967,9,9,12,2240,L1
48,28.2,-78.7,35,0,1967,9,9,18,2240,L1
54,29.1,-78,40,997,1967,9,10,0,2240,L1
60,30.5,-77,65,0,1967,9,10,6,2240,L1
66,31.8,-76.1,65,0,1967,9,10,12,2240,L1
72,33.2,-75.1,65,984,1967,9,10,18,2240,L1
78,34.2,-73.6,65,0,1967,9,11,0,2240,L1
84,35.1,-72.1,60,0,1967,9,11,6,2240,L1
90,35.9,-70.6,60,999,1967,9,11,12,2240,L1
96,36.2,-69.2,50,998,1967,9,11,18,2240,L1
102,36.3,-67.8,65,0,1967,9,12,0,2240,L1
108,36.5,-66.6,65,0,1967,9,12,6,2240,L1
114,36.6,-65.7,70,0,1967,9,12,12,2240,L1
120,36.7,-64.9,70,0,1967,9,12,18,2240,L1
126,36.8,-64.7,70,989,1967,9,13,0,2240,L1
132,36.9,-64.5,70,0,1967,9,13,6,2240,L1
138,37,-64.7,70,0,1967,9,13,12,2240,L1
144,37.1,-64.9,75,983,1967,9,13,18,2240,L1
150,37.3,-65.3,75,0,1967,9,14,0,2240,L1
156,37.5,-65.6,75,0,1967,9,14,6,2240,L1
162,37.7,-66,75,0,1967,9,14,12,2240,L1
168,38,-66.5,70,973,1967,9,14,18,2240,L1
174,38,-67.1,65,980,1967,9,15,0,2240,L1
180,38,-67.8,65,0,1967,9,15,6,2240,L1
186,38,-68.9,70,0,1967,9,15,12,2240,L1
192,37.9,-70.5,70,975,1967,9,15,18,2240,L1
198,37.9,-71.9,70,981,1967,9,16,0,2240,L1
204,37.8,-73.3,70,986,1967,9,16,6,2240,L1
210,37.7,-74.5,60,0,1967,9,16,12,2240,L1
216,37.3,-75.3,55,990,1967,9,16,18,2240,L1
222,36.5,-75.9,45,0,1967,9,17,0,2240,L1
228,35.6,-76.2,35,0,1967,9,17,6,2240,L1
234,34.7,-76.3,30,1006,1967,9,17,12,2240,L1
240,33.8,-76.2,30,0,1967,9,17,18,2240,L1
246,33.1,-76,30,1006,1967,9,18,0,2240,L1
252,32.4,-75.6,30,0,1967,9,18,6,2240,L1
258,31.9,-75,25,1006,1967,9,18,12,2240,L1
264,31.5,-74.5,25,1006,1967,9,18,18,2240,L1
270,31,-74,25,0,1967,9,19,0,2240,L1
276,30.5,-73.4,25,0,1967,9,19,6,2240,L1
282,30,-73,25,0,1967,9,19,12,2240,L1
288,29.6,-72.3,25,0,1967,9,19,18,2240,L1
294,29.5,-71.5,25,1010,1967,9,20,0,2240,L1
300,29.5,-70.8,25,0,1967,9,20,6,2240,L1
306,29.5,-70,25,0,1967,9,20,12,2240,L1
312,29.5,-69.3,25,0,1967,9,20,18,2240,L1
318,29.5,-68.5,25,0,1967,9,21,0,2240,L1
324,29.5,-67.9,25,0,1967,9,21,6,2240,L1
330,29.5,-67.5,25,0,1967,9,21,12,2240,L1
6,20.5,-54,25,0,1967,10,19,12,2251,L1
12,20.7,-55.5,25,0,1967,10,19,18,2251,L1
18,20.9,-57,30,0,1967,10,20,0,2251,L1
24,21,-58.5,30,0,1967,10,20,6,2251,L1
30,21.1,-60,30,0,1967,10,20,12,2251,L1
36,21.4,-61.5,35,1008,1967,10,20,18,2251,L1
42,21.9,-62.9,40,0,1967,10,21,0,2251,L1
48,22.4,-64.1,40,0,1967,10,21,6,2251,L1
54,23.2,-65.2,40,0,1967,10,21,12,2251,L1
60,24.5,-66.1,40,1005,1967,10,21,18,2251,L1
66,25.8,-66.8,45,0,1967,10,22,0,2251,L1
72,26.9,-67,50,0,1967,10,22,6,2251,L1
78,28.1,-66.5,55,1006,1967,10,22,12,2251,L1
84,29.4,-65.6,60,0,1967,10,22,18,2251,L1
90,30.8,-64.3,65,995,1967,10,23,0,2251,L1
96,32.1,-62.7,65,0,1967,10,23,6,2251,L1
102,32.8,-60.9,75,0,1967,10,23,12,2251,L1
108,33,-58.5,75,0,1967,10,23,18,2251,L1
114,33,-56.2,75,0,1967,10,24,0,2251,L1
120,33,-54.5,70,0,1967,10,24,6,2251,L1
126,33,-52.9,70,999,1967,10,24,12,2251,L1
132,33.1,-51.3,70,0,1967,10,24,18,2251,L1
138,33.4,-50.1,75,0,1967,10,25,0,2251,L1
144,33.9,-49.3,75,0,1967,10,25,6,2251,L1
150,34.5,-48.5,75,989,1967,10,25,12,2251,L1
156,34.9,-47.7,75,0,1967,10,25,18,2251,L1
162,35.3,-46.9,80,0,1967,10,26,0,2251,L1
168,35.6,-46.3,80,0,1967,10,26,6,2251,L1
174,35.9,-46.1,80,0,1967,10,26,12,2251,L1
180,36.2,-46.1,80,981,1967,10,26,18,2251,L1
186,36.5,-46.2,80,0,1967,10,27,0,2251,L1
192,36.7,-46.2,75,0,1967,10,27,6,2251,L1
198,37,-46,75,991,1967,10,27,12,2251,L1
204,37.5,-45.6,70,0,1967,10,27,18,2251,L1
210,38,-45.1,70,0,1967,10,28,0,2251,L1
216,38.4,-44.6,70,0,1967,10,28,6,2251,L1
222,38.7,-44.1,70,994,1967,10,28,12,2251,L1
228,39,-43.9,70,0,1967,10,28,18,2251,L1
234,39.2,-43.9,65,0,1967,10,29,0,2251,L1
240,39.3,-43.9,65,0,1967,10,29,6,2251,L1
246,39.3,-44.1,60,0,1967,10,29,12,2251,L1
252,39.1,-44.6,55,0,1967,10,29,18,2251,L1
258,38.8,-45.1,50,0,1967,10,30,0,2251,L1
264,38.7,-45.6,55,0,1967,10,30,6,2251,L1
270,38.9,-46.1,60,0,1967,10,30,12,2251,L1
276,39.5,-46.5,60,0,1967,10,30,18,2251,L1
282,40.3,-46.7,60,0,1967,10,31,0,2251,L1
288,41.2,-46.2,55,0,1967,10,31,6,2251,L1
294,42.1,-45,55,0,1967,10,31,12,2251,L1
300,42.7,-43.6,50,0,1967,10,31,18,2251,L1
306,43,-42,45,0,1967,11,1,0,2251,L1
312,43,-40.3,40,0,1967,11,1,6,2251,L1
318,43,-38.5,40,0,1967,11,1,12,2251,L1
324,43,-36.8,40,0,1967,11,1,18,2251,L1
6,17.2,-85.5,30,0,1968,6,1,6,2253,L1
12,17.5,-85.5,30,0,1968,6,1,12,2253,L1
18,18.2,-85.7,30,0,1968,6,1,18,2253,L1
24,18.8,-85.8,30,1005,1968,6,2,0,2253,L1
30,19.7,-85.7,30,0,1968,6,2,6,2253,L1
36,20.5,-85.3,30,0,1968,6,2,12,2253,L1
42,21.4,-84.8,40,1002,1968,6,2,18,2253,L1
48,22.3,-84.2,45,997,1968,6,3,0,2253,L1
54,23.3,-83.9,60,999,1968,6,3,6,2253,L1
60,24.5,-83.6,65,999,1968,6,3,12,2253,L1
66,24.8,-83.5,65,0,1968,6,3,18,2253,L1
72,25.1,-83.3,65,994,1968,6,4,0,2253,L1
78,25.8,-82.9,60,993,1968,6,4,6,2253,L1
84,26.9,-82.1,55,992,1968,6,4,12,2253,L1
90,27.6,-81.7,55,0,1968,6,4,18,2253,L1
96,28,-81.3,50,0,1968,6,5,0,2253,L1
102,28.1,-80.9,50,994,1968,6,5,6,2253,L1
108,28,-80.5,50,0,1968,6,5,12,2253,L1
114,27.8,-80.2,50,965,1968,6,5,18,2253,L1
120,28,-80,50,997,1968,6,6,0,2253,L1
126,28.6,-80.4,50,0,1968,6,6,6,2253,L1
132,29.1,-80.9,50,0,1968,6,6,12,2253,L1
138,29.9,-81.2,50,0,1968,6,6,18,2253,L1
144,30.6,-81.5,50,999,1968,6,7,0,2253,L1
150,31.4,-81.8,50,0,1968,6,7,6,2253,L1
156,32,-82,45,0,1968,6,7,12,2253,L1
162,32.6,-82,30,0,1968,6,7,18,2253,L1
168,33,-82.2,30,0,1968,6,8,0,2253,L1
174,33.5,-82.2,30,0,1968,6,8,6,2253,L1
180,34,-82.3,25,0,1968,6,8,12,2253,L1
186,34.4,-82.3,25,0,1968,6,8,18,2253,L1
192,35,-82,25,0,1968,6,9,0,2253,L1
198,35.3,-81.8,25,0,1968,6,9,6,2253,L1
204,35.7,-81.1,25,0,1968,6,9,12,2253,L1
210,35.9,-80.3,25,0,1968,6,9,18,2253,L1
216,35.9,-79.5,25,0,1968,6,10,0,2253,L1
222,35.6,-78.9,25,0,1968,6,10,6,2253,L1
228,34.9,-78.7,25,0,1968,6,10,12,2253,L1
234,34.2,-79,25,0,1968,6,10,18,2253,L1
240,33.3,-79.2,25,0,1968,6,11,0,2253,L1
246,33.2,-79,25,0,1968,6,11,6,2253,L1
252,33.3,-78.7,25,0,1968,6,11,12,2253,L1
258,33.4,-78.5,25,0,1968,6,11,18,2253,L1
264,33.6,-78.2,25,0,1968,6,12,0,2253,L1
270,33.8,-78,25,0,1968,6,12,6,2253,L1
276,34,-77.8,25,0,1968,6,12,12,2253,L1
282,34.7,-77.1,25,0,1968,6,12,18,2253,L1
288,35.4,-76.6,25,0,1968,6,13,0,2253,L1
294,36.1,-75.9,25,0,1968,6,13,6,2253,L1
300,36.8,-75,25,0,1968,6,13,12,2253,L1
306,37.2,-74.5,25,0,1968,6,13,18,2253,L1
6,24,-80.5,25,0,1968,6,17,12,2254,L1
12,24.5,-80.8,25,1012,1968,6,17,18,2254,L1
18,25,-81,25,0,1968,6,18,0,2254,L1
24,25.5,-81.1,25,0,1968,6,18,6,2254,L1
30,26,-81.2,25,0,1968,6,18,12,2254,L1
36,26.5,-81.3,25,0,1968,6,18,18,2254,L1
42,27,-81.3,25,0,1968,6,19,0,2254,L1
48,27.5,-81.3,25,0,1968,6,19,6,2254,L1
54,28,-81.2,25,0,1968,6,19,12,2254,L1
60,28.7,-81.1,25,1012,1968,6,19,18,2254,L1
66,29.5,-81.1,25,0,1968,6,20,0,2254,L1
72,30.1,-80.6,25,0,1968,6,20,6,2254,L1
78,30.6,-79.6,25,0,1968,6,20,12,2254,L1
84,30.9,-78.5,25,0,1968,6,20,18,2254,L1
90,31,-77.4,30,0,1968,6,21,0,2254,L1
96,30.9,-76.3,45,0,1968,6,21,6,2254,L1
102,30.9,-75.2,50,1005,1968,6,21,12,2254,L1
108,30.8,-74.2,55,995,1968,6,21,18,2254,L1
114,30.8,-73.4,55,993,1968,6,22,0,2254,L1
120,31.1,-72.9,60,0,1968,6,22,6,2254,L1
126,31.5,-72.5,60,998,1968,6,22,12,2254,L1
132,32.1,-71.8,60,997,1968,6,22,18,2254,L1
138,32.7,-71.2,60,997,1968,6,23,0,2254,L1
144,33.7,-70.1,60,995,1968,6,23,6,2254,L1
150,34.7,-68.4,65,992,1968,6,23,12,2254,L1
156,35.1,-66.6,65,0,1968,6,23,18,2254,L1
162,35.5,-64.3,65,991,1968,6,24,0,2254,L1
168,35.5,-61.8,65,990,1968,6,24,6,2254,L1
174,35.6,-59.3,65,990,1968,6,24,12,2254,L1
180,35.7,-56.6,65,0,1968,6,24,18,2254,L1
186,35.8,-54,60,997,1968,6,25,0,2254,L1
192,36.2,-51.5,60,0,1968,6,25,6,2254,L1
198,36.8,-49,60,994,1968,6,25,12,2254,L1
204,37.3,-46.3,50,0,1968,6,25,18,2254,L1
210,37.8,-43.5,45,0,1968,6,26,0,2254,L1
216,38.4,-40.7,30,0,1968,6,26,6,2254,L1
222,39,-38,30,0,1968,6,26,12,2254,L1
6,25,-79,25,1013,1968,8,10,0,2257,L1
12,25.9,-80,25,0,1968,8,10,6,2257,L1
18,27,-80.5,25,1012,1968,8,10,12,2257,L1
24,28.2,-80.6,25,0,1968,8,10,18,2257,L1
30,29.4,-80.4,25,1011,1968,8,11,0,2257,L1
36,30.6,-79.9,25,0,1968,8,11,6,2257,L1
42,31.8,-78.8,30,0,1968,8,11,12,2257,L1
48,32.9,-77.1,30,0,1968,8,11,18,2257,L1
54,33.8,-75.2,30,1005,1968,8,12,0,2257,L1
60,34.4,-73.3,30,0,1968,8,12,6,2257,L1
66,35,-71.3,45,994,1968,8,12,12,2257,L1
72,35.7,-69,50,0,1968,8,12,18,2257,L1
78,36.4,-66.6,65,985,1968,8,13,0,2257,L1
84,37,-64.1,65,0,1968,8,13,6,2257,L1
