space,time,day,poi,tid,label
35.47769665 -97.5140476167,1219,Monday,12431,4890,218
35.6084676167 -97.6196871833,896,Friday,23188,4894,218
35.5251892667 -97.5483711833,951,Friday,28108,4894,218
35.5652136333 -97.5617901833,1178,Friday,76816,4894,218
35.6084676167 -97.6196871833,900,Saturday,23188,4894,218
35.5251892667 -97.5483711833,915,Saturday,28108,4894,218
35.5251892667 -97.5483711833,1198,Saturday,28108,4894,218
35.5250490195 -97.5444102287,1291,Saturday,18231,4894,218
35.5628784167 -97.6503086,20,Sunday,166296,4894,218
35.5250396333 -97.5411655,1109,Sunday,82453,4894,218
35.61200605 -97.5667434333,1433,Sunday,93595,4894,218
35.5251892667 -97.5483711833,866,Tuesday,28108,4894,218
35.5251892667 -97.5483711833,854,Wednesday,28108,4894,218
35.4634313607 -97.5149703026,82,Saturday,26751,4898,218
35.5355287 -97.5645186833,1321,Saturday,25734,4898,218
35.6155099333 -97.62300675,934,Sunday,64617,4898,218
35.4935210775 -97.5191760063,1061,Sunday,63256,4898,218
35.5648865333 -97.5724079833,1267,Sunday,886741,4898,218
35.6382552322 -97.6064765453,1254,Monday,420957,4898,218
35.5500404 -97.619782,1068,Tuesday,38080,4898,218
35.54727155 -97.6145205667,1094,Tuesday,18447,4898,218
35.6120394167 -97.62121745,184,Wednesday,44006,4898,218
35.5385035756 -97.5322759151,213,Thursday,465815,4898,218
35.6155099333 -97.62300675,927,Thursday,64617,4898,218
35.47769665 -97.5140476167,1151,Thursday,12431,4898,218
35.6382552322 -97.6064765453,1249,Thursday,420957,4898,218
35.6124666667 -97.55068745,1283,Thursday,85551,4898,218
35.6084676167 -97.6196871833,842,Friday,23188,4905,218
35.6084676167 -97.6196871833,835,Saturday,23188,4905,218
35.6084676167 -97.6196871833,979,Sunday,23188,4905,218
35.6084676167 -97.6196871833,876,Monday,23188,4905,218
35.3966591152 -97.5961661339,1109,Monday,25567,4905,218
36.0848987512 -115.1490783691,1366,Monday,23372,4905,218
36.1243047653 -115.1680898666,1409,Monday,9670,4905,218
36.1253273595 -115.1656866074,381,Tuesday,48344,4905,218
36.1222949465 -115.1703085708,1248,Wednesday,261782,4905,218
36.1218608846 -115.1701068878,1335,Wednesday,9631,4905,218
36.1190436173 -115.1726675109,64,Thursday,96760,4905,218
36.1218608846 -115.1701068878,111,Thursday,9631,4905,218
36.1240892122 -115.171577785,121,Thursday,72526,4905,218
36.1243047653 -115.1680898666,1401,Thursday,9670,4905,218
28.3704073605 -81.5520823002,845,Saturday,14586,4985,221
28.3715047826 -81.5512347221,848,Saturday,14590,4985,221
28.3738341121 -81.5469861031,856,Saturday,14566,4985,221
28.3730694746 -81.5477585793,856,Saturday,14567,4985,221
28.3689747944 -81.552734077,1007,Saturday,14584,4985,221
28.3681794405 -81.5517282486,1014,Saturday,14581,4985,221
28.3675752508 -81.5505373478,1056,Saturday,14676,4985,221
28.3678773461 -81.5493679047,1105,Saturday,14574,4985,221
28.3676885366 -81.5481448174,1111,Saturday,14573,4985,221
28.3682455236 -81.5470612049,1122,Saturday,14572,4985,221
28.3699353474 -81.5464282036,1139,Saturday,14571,4985,221
28.3705186833 -81.5469431833,1153,Saturday,14686,4985,221
28.371400941 -81.5475788713,1154,Saturday,14568,4985,221
28.4167488086 -81.5812432766,1206,Saturday,14698,4985,221
28.4194475026 -81.5850520134,1297,Saturday,14722,4985,221
37.4254983167 -122.1455788167,1178,Thursday,25317,4990,221
37.3882893833 -122.0827029333,118,Sunday,24747,4990,221
37.3881626833 -122.0826999667,119,Sunday,24748,4990,221
37.3906625833 -122.0811022333,126,Sunday,25843,4990,221
37.3908456833 -122.0810465167,126,Sunday,444252,4990,221
37.3927150088 -122.0797871053,1134,Sunday,25165,4990,221
37.3940532605 -122.0761084557,1145,Sunday,10496,4990,221
37.776422099 -122.3943257332,1233,Sunday,16947,4990,221
37.7858090278 -122.4010634422,1284,Sunday,16008,4990,221
37.7896923407 -122.4036812782,1324,Sunday,25014,4990,221
37.785168855 -122.4068140984,1380,Sunday,10391,4990,221
37.7879542018 -122.4075329304,1389,Sunday,9114,4990,221
37.788522281 -122.4074470997,1399,Sunday,26358,4990,221
37.7899297419 -122.4341511726,70,Monday,22264,4990,221
37.787731 -122.4336635167,149,Monday,26427,4990,221
37.776422099 -122.3943257332,219,Monday,16947,4990,221
37.4254983167 -122.1455788167,1217,Tuesday,25317,4990,221
37.43854025 -122.1606713833,1156,Wednesday,27720,4990,221
37.3881713833 -122.0843438667,335,Thursday,30625,4992,221
37.4248621387 -122.1454080548,1052,Thursday,33577,4992,221
37.3881713833 -122.0843438667,137,Friday,30625,4992,221
37.4044684333 -122.1104330333,163,Friday,28578,4992,221
37.4606202793 -122.1382498741,220,Friday,30778,4992,221
37.3870018333 -122.0829653167,268,Friday,34116,4992,221
37.3881713833 -122.0843438667,323,Friday,30625,4992,221
37.4248621387 -122.1454080548,1059,Friday,33577,4992,221
37.3881713833 -122.0843438667,166,Saturday,30625,4992,221
37.4606202793 -122.1382498741,195,Saturday,30778,4992,221
37.39478295 -122.0784453333,254,Saturday,35176,4992,221
37.3875814167 -122.0829430333,325,Saturday,24258,4992,221
37.3881713833 -122.0843438667,358,Saturday,30625,4992,221
37.4248621387 -122.1454080548,1194,Saturday,33577,4992,221
37.4272142167 -122.1440163167,1274,Saturday,21992,4992,221
37.3881713833 -122.0843438667,174,Sunday,30625,4992,221
37.4054868333 -122.1106726667,196,Sunday,36325,4992,221
37.4050911667 -122.11106955,263,Sunday,34695,4992,221
37.3881713833 -122.0843438667,969,Sunday,30625,4992,221
37.3938998 -122.0755972833,1193,Sunday,36919,4992,221
37.3893748 -122.0830562833,1220,Sunday,30639,4992,221
37.3881713833 -122.0843438667,1239,Sunday,30625,4992,221
37.3942663557 -122.0785278082,1260,Sunday,37002,4992,221
37.3945369858 -122.0782703161,1314,Sunday,23324,4992,221
36.9643759833 -122.0176632833,1422,Sunday,16677,4992,221
36.9601177833 -122.0201106833,10,Monday,37199,4992,221
37.3804219167 -122.0739052833,129,Monday,19612,4992,221
37.3881713833 -122.0843438667,171,Monday,30625,4992,221
37.3881713833 -122.0843438667,987,Monday,30625,4992,221
37.4248621387 -122.1454080548,1035,Monday,33577,4992,221
37.4028188 -122.0791214167,215,Tuesday,24099,4992,221
37.3881713833 -122.0843438667,270,Tuesday,30625,4992,221
37.4248621387 -122.1454080548,1019,Tuesday,33577,4992,221
37.3950121 -122.0993839167,87,Wednesday,39046,4992,221
37.3881713833 -122.0843438667,209,Wednesday,30625,4992,221
37.4209273833 -122.1370914333,1134,Wednesday,39581,4992,221
37.4248621387 -122.1454080548,1283,Wednesday,33577,4992,221
37.3881713833 -122.0843438667,284,Thursday,30625,4993,221
37.3881713833 -122.0843438667,987,Thursday,30625,4993,221
37.4248621387 -122.1454080548,1021,Thursday,33577,4993,221
37.4254983167 -122.1455788167,1199,Thursday,25317,4993,221
37.4248621387 -122.1454080548,1249,Thursday,33577,4993,221
37.3881713833 -122.0843438667,262,Friday,30625,4993,221
37.4248621387 -122.1454080548,1021,Friday,33577,4993,221
37.4257337667 -122.1451050833,1199,Friday,41621,4993,221
37.3881713833 -122.0843438667,199,Saturday,30625,4993,221
37.3875814167 -122.0829430333,237,Saturday,24258,4993,221
37.3881713833 -122.0843438667,1039,Saturday,30625,4993,221
37.4248621387 -122.1454080548,1184,Saturday,33577,4993,221
37.40134335 -122.11454285,1212,Saturday,43043,4993,221
37.4248621387 -122.1454080548,1415,Saturday,33577,4993,221
37.4431003116 -122.1713590622,66,Sunday,12479,4993,221
37.4446937 -122.1720412167,67,Sunday,43500,4993,221
37.4432543 -122.1715111167,116,Sunday,24850,4993,221
37.44299725 -122.1717732333,126,Sunday,43576,4993,221
37.3950121 -122.0993839167,161,Sunday,39046,4993,221
37.3881713833 -122.0843438667,212,Sunday,30625,4993,221
37.3881713833 -122.0843438667,457,Sunday,30625,4993,221
37.3938209861 -122.0789247751,1064,Sunday,28498,4993,221
37.3938998 -122.0755972833,1075,Sunday,36919,4993,221
37.3881713833 -122.0843438667,1120,Sunday,30625,4993,221
37.769873014 -122.4668392539,1228,Sunday,9625,4993,221
37.77016455 -122.4695010333,1435,Sunday,16152,4993,221
37.7699397667 -122.4683839,4,Monday,44720,4993,221
37.77002445 -122.4672852667,13,Monday,44744,4993,221
37.4022237667 -122.1100004167,94,Monday,44804,4993,221
37.4044684333 -122.1104330333,126,Monday,28578,4993,221
37.3881713833 -122.0843438667,145,Monday,30625,4993,221
37.3881713833 -122.0843438667,340,Monday,30625,4993,221
37.4248621387 -122.1454080548,1028,Monday,33577,4993,221
37.3881713833 -122.0843438667,259,Tuesday,30625,4993,221
37.3881713833 -122.0843438667,979,Tuesday,30625,4993,221
37.4248621387 -122.1454080548,1024,Tuesday,33577,4993,221
37.3881713833 -122.0843438667,204,Wednesday,30625,4993,221
37.3881713833 -122.0843438667,985,Wednesday,30625,4993,221
37.4248621387 -122.1454080548,1131,Wednesday,33577,4993,221
37.3942663557 -122.0785278082,1223,Wednesday,37002,4993,221
37.3893748 -122.0830562833,1286,Wednesday,30639,4993,221
37.3881713833 -122.0843438667,1288,Wednesday,30625,4993,221
37.3891348547 -122.0862901211,1309,Wednesday,33521,4993,221
37.4271119833 -122.1491941667,1325,Wednesday,32418,4993,221
37.4248621387 -122.1454080548,1381,Wednesday,33577,4993,221
37.4248621387 -122.1454080548,139,Thursday,33577,4995,221
37.3950121 -122.0993839167,216,Thursday,39046,4995,221
37.3881713833 -122.0843438667,906,Thursday,30625,4995,221
37.4248621387 -122.1454080548,1005,Thursday,33577,4995,221
37.4248621387 -122.1454080548,1194,Thursday,33577,4995,221
37.4269115833 -122.1443653,1237,Thursday,9519,4995,221
37.42697515 -122.1442450167,1271,Thursday,36040,4995,221
37.3881713833 -122.0843438667,146,Friday,30625,4995,221
37.3870018333 -122.0829653167,153,Friday,34116,4995,221
37.4248621387 -122.1454080548,1008,Friday,33577,4995,221
37.4248621387 -122.1454080548,116,Saturday,33577,4995,221
37.3943017 -122.0787845333,161,Saturday,27385,4995,221
37.3935711333 -122.0790423667,182,Saturday,59925,4995,221
37.3881713833 -122.0843438667,1021,Saturday,30625,4995,221
37.4258159667 -122.1451699667,1224,Saturday,60958,4995,221
37.4257337667 -122.1451050833,1224,Saturday,41621,4995,221
37.3950121 -122.0993839167,121,Sunday,39046,4995,221
37.3881713833 -122.0843438667,274,Sunday,30625,4995,221
37.6163560649 -122.3861503601,304,Sunday,19542,4995,221
37.3881713833 -122.0843438667,1127,Sunday,30625,4995,221
37.4064430167 -122.0775568167,1136,Sunday,52952,4995,221
37.3933779802 -122.0975491784,1,Monday,42971,4995,221
37.3933774 -122.0793558833,89,Monday,24742,4995,221
37.3881713833 -122.0843438667,100,Monday,30625,4995,221
37.3881713833 -122.0843438667,972,Monday,30625,4995,221
37.4248621387 -122.1454080548,1409,Monday,33577,4995,221
37.3881713833 -122.0843438667,980,Tuesday,30625,4995,221
37.3881713833 -122.0843438667,361,Friday,30625,4998,221
37.4248621387 -122.1454080548,1253,Friday,33577,4998,221
37.4254983167 -122.1455788167,1314,Friday,25317,4998,221
37.3950121 -122.0993839167,333,Saturday,39046,4998,221
37.44433405 -122.16162565,394,Saturday,23753,4998,221
37.4269115833 -122.1443653,1323,Saturday,9519,4998,221
37.4248621387 -122.1454080548,113,Sunday,33577,4998,221
37.3875814167 -122.0829430333,291,Sunday,24258,4998,221
37.3881713833 -122.0843438667,1335,Sunday,30625,4998,221
37.4106143 -122.1231382,1366,Sunday,26349,4998,221
37.4028188 -122.0791214167,47,Monday,24099,4998,221
37.3933779802 -122.0975491784,230,Tuesday,42971,4998,221
37.3881713833 -122.0843438667,281,Tuesday,30625,4998,221
37.3881713833 -122.0843438667,1046,Tuesday,30625,4998,221
37.3881713833 -122.0843438667,321,Wednesday,30625,4998,221
37.4226403667 -122.1413483833,1280,Wednesday,26290,4998,221
36.00955745 -75.65930155,1115,Friday,138112,5000,221
36.8984642995 -76.2048840523,1008,Saturday,16605,5000,221
37.6163560649 -122.3861503601,175,Sunday,19542,5000,221
37.6133560422 -122.3849487305,177,Sunday,133063,5000,221
37.6125435 -122.3856312,182,Sunday,94664,5000,221
37.6163560649 -122.3861503601,196,Sunday,19542,5000,221
37.5374909248 -122.2979700565,235,Sunday,18620,5000,221
37.5205165659 -122.2760939598,238,Sunday,28728,5000,221
37.50818955 -122.2603015833,241,Sunday,24754,5000,221
37.4645291335 -122.1978592873,250,Sunday,44301,5000,221
37.4288308995 -122.1427237988,262,Sunday,23790,5000,221
37.4061544039 -122.1058058739,265,Sunday,17063,5000,221
37.3940532605 -122.0761084557,278,Sunday,10496,5000,221
37.3943809167 -122.07854695,279,Sunday,27955,5000,221
37.3893748 -122.0830562833,322,Sunday,30639,5000,221
37.3881713833 -122.0843438667,322,Sunday,30625,5000,221
37.3875814167 -122.0829430333,360,Sunday,24258,5000,221
37.4028188 -122.0791214167,1093,Sunday,24099,5000,221
37.3926569167 -122.0797753667,1233,Sunday,63243,5000,221
37.3930746167 -122.0794954833,1302,Sunday,147455,5000,221
37.3929937333 -122.07962415,1326,Sunday,26049,5000,221
37.3894540833 -122.0838162667,1347,Sunday,58028,5000,221
37.3875814167 -122.0829430333,1420,Sunday,24258,5000,221
37.4248621387 -122.1454080548,1285,Monday,33577,5000,221
37.4248621387 -122.1454080548,132,Tuesday,33577,5000,221
37.3933779802 -122.0975491784,219,Tuesday,42971,5000,221
37.3875814167 -122.0829430333,272,Wednesday,24258,5000,221
37.3879234167 -122.08300695,278,Wednesday,154835,5000,221
37.3889351833 -122.08216425,281,Wednesday,46637,5000,221
37.4254983167 -122.1455788167,1231,Wednesday,25317,5000,221
37.4248621387 -122.1454080548,1390,Wednesday,33577,5000,221
37.4157602871 -122.1525514126,251,Friday,14515,5002,221
37.4159477566 -122.1519720554,378,Friday,38058,5002,221
37.3881713833 -122.0843438667,1051,Friday,30625,5002,221
37.3881713833 -122.0843438667,245,Sunday,30625,5002,221
37.3950121 -122.0993839167,269,Sunday,39046,5002,221
37.3875814167 -122.0829430333,318,Sunday,24258,5002,221
37.4240335673 -122.1436397375,16,Monday,114462,5002,221
37.4028188 -122.0791214167,62,Monday,24099,5002,221
37.4106143 -122.1231382,1091,Monday,26349,5002,221
37.7826547457 -122.4099683762,220,Wednesday,38709,5002,221
37.7826547457 -122.4099683762,423,Wednesday,38709,5002,221
37.3933779802 -122.0975491784,135,Saturday,42971,5003,221
37.4240335673 -122.1436397375,1300,Saturday,114462,5003,221
37.4248621387 -122.1454080548,1330,Saturday,33577,5003,221
37.3258474 -122.01442175,113,Sunday,27439,5003,221
37.612633639 -122.3840475082,953,Sunday,64921,5003,221
37.6128461112 -122.3835432529,953,Sunday,187673,5003,221
37.6128043504 -122.3841687289,954,Sunday,120776,5003,221
37.6121891833 -122.3860275,954,Sunday,174128,5003,221
37.6125435 -122.3856312,954,Sunday,94664,5003,221
37.6133560422 -122.3849487305,957,Sunday,133063,5003,221
37.6163560649 -122.3861503601,957,Sunday,19542,5003,221
37.6131969 -122.3849857,958,Sunday,221767,5003,221
29.9866091141 -95.3385829926,1232,Sunday,173079,5003,221
29.9837649333 -95.3382321667,1234,Sunday,159902,5003,221
29.9859086323 -95.3381060437,1236,Sunday,111800,5003,221
29.9860521258 -95.3386127145,1237,Sunday,67092,5003,221
29.9859242714 -95.3377371162,1237,Sunday,143017,5003,221
29.9877985723 -95.3393554688,1238,Sunday,23523,5003,221
29.9858993095 -95.335006927,1254,Sunday,187683,5003,221
29.98651027 -95.33250057,1255,Sunday,242574,5003,221
29.9858521787 -95.334437236,1267,Sunday,137549,5003,221
42.3666420527 -71.0169506349,110,Monday,14128,5003,221
42.3644975624 -71.0210216045,110,Monday,14264,5003,221
42.3620321401 -71.0188007355,111,Monday,130586,5003,221
42.3517492553 -71.0550534725,182,Monday,24892,5003,221
42.3517492553 -71.0550534725,210,Monday,24892,5003,221
43.8578480844 -70.1033198833,1146,Tuesday,20193,5003,221
43.0779554043 -70.75771451,1002,Wednesday,55070,5003,221
43.6536713167 -70.2914133,863,Sunday,277599,5004,221
42.3517492553 -71.0550534725,988,Sunday,24892,5004,221
42.3746216167 -71.1173129,1117,Sunday,10001,5004,221
42.3626108955 -71.0905871926,1131,Sunday,55084,5004,221
42.354452937 -71.065557003,1144,Sunday,10290,5004,221
42.3525024921 -71.0627245903,1146,Sunday,77430,5004,221
42.3513429001 -71.0596561432,1148,Sunday,22566,5004,221
42.3559105333 -71.0712003667,1155,Sunday,10272,5004,221
42.3462225998 -71.0977756977,1164,Sunday,17045,5004,221
42.3467608333 -71.08759415,1168,Sunday,71456,5004,221
42.3489760768 -71.0824146867,1170,Sunday,10140,5004,221
42.3666420527 -71.0169506349,1191,Sunday,14128,5004,221
42.3622541113 -71.0175991058,1221,Sunday,47244,5004,221
42.3620321401 -71.0188007355,1221,Sunday,130586,5004,221
42.3632926093 -71.0164618492,1222,Sunday,130613,5004,221
37.6163560649 -122.3861503601,308,Monday,19542,5004,221
37.6190245387 -122.3840689659,309,Monday,122049,5004,221
37.4209045039 -122.0928226076,391,Monday,45748,5004,221
37.4248621387 -122.1454080548,1184,Tuesday,33577,5004,221
37.4254983167 -122.1455788167,1214,Tuesday,25317,5004,221
37.4248621387 -122.1454080548,1133,Wednesday,33577,5004,221
37.4247838 -122.1447993833,1297,Wednesday,28938,5004,221
37.3940532605 -122.0761084557,109,Friday,10496,5006,221
37.7575598423 -122.3925232887,157,Friday,17001,5006,221
37.7802773 -122.3913110167,215,Friday,34620,5006,221
37.7783555476 -122.3894011974,315,Friday,10677,5006,221
37.7832313449 -122.4037456512,524,Friday,14858,5006,221
37.7758210167 -122.3944315833,543,Friday,266024,5006,221
37.3881713833 -122.0843438667,459,Sunday,30625,5006,221
37.3938998 -122.0755972833,1221,Sunday,36919,5006,221
37.3940532605 -122.0761084557,1222,Sunday,10496,5006,221
37.3258474 -122.01442175,1430,Sunday,27439,5006,221
37.4240335673 -122.1436397375,1252,Monday,114462,5006,221
37.4185454653 -122.1336087906,1279,Friday,55849,5008,221
37.7824215609 -122.3925822973,282,Saturday,15023,5008,221
37.7824215609 -122.3925822973,282,Saturday,376443,5008,221
37.7796177333 -122.3980131667,484,Saturday,32027,5008,221
37.3881713833 -122.0843438667,606,Saturday,30625,5008,221
37.3950121 -122.0993839167,202,Sunday,39046,5008,221
37.3933779802 -122.0975491784,252,Sunday,42971,5008,221
37.3881713833 -122.0843438667,257,Sunday,30625,5008,221
37.3934565907 -122.0789891481,1439,Sunday,23588,5008,221
37.3917660333 -122.08027815,7,Monday,23808,5008,221
37.399343851 -122.1106136139,126,Monday,30032,5008,221
37.4248621387 -122.1454080548,171,Tuesday,33577,5008,221
37.4248621387 -122.1454080548,1184,Tuesday,33577,5008,221
37.3881713833 -122.0843438667,1050,Wednesday,30625,5008,221
37.4248621387 -122.1454080548,1120,Wednesday,33577,5008,221
37.399343851 -122.1106136139,218,Friday,30032,5009,221
37.3881713833 -122.0843438667,387,Friday,30625,5009,221
37.4248621387 -122.1454080548,1318,Friday,33577,5009,221
37.3881713833 -122.0843438667,1229,Saturday,30625,5009,221
37.7755343833 -122.4092817167,1328,Saturday,10301,5009,221
37.3881713833 -122.0843438667,146,Sunday,30625,5009,221
37.3883161833 -122.0846997333,146,Sunday,400206,5009,221
37.3875814167 -122.0829430333,169,Sunday,24258,5009,221
37.3929937333 -122.07962415,221,Sunday,26049,5009,221
37.3933444667 -122.0796607667,221,Sunday,29928,5009,221
37.3943017 -122.0787845333,239,Sunday,27385,5009,221
37.3804219167 -122.0739052833,169,Monday,19612,5009,221
37.4248621387 -122.1454080548,1127,Monday,33577,5009,221
37.4248621387 -122.1454080548,97,Tuesday,33577,5009,221
37.4254983167 -122.1455788167,1238,Wednesday,25317,5009,221
37.4248621387 -122.1454080548,156,Thursday,33577,5009,221
37.4248621387 -122.1454080548,1288,Thursday,33577,5009,221
37.3881713833 -122.0843438667,1024,Friday,30625,5011,221
37.3883161833 -122.0846997333,1025,Friday,400206,5011,221
38.4419149 -122.711476,1205,Friday,83526,5011,221
37.414697241 -122.0921641588,266,Saturday,82807,5011,221
37.4269115833 -122.1443653,1355,Saturday,9519,5011,221
